2024-08-14 10:59:09,960 - 半只程序员>>> - INFO - 半只程序员>>>
2024-08-14 10:59:09,982 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:00:12,771 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:01:45,295 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:02:38,476 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:04:26,380 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:06:39,047 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:07:11,325 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:07:28,199 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:08:04,038 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:09:15,035 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:09:57,550 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:13:01,134 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:14:05,523 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:20:58,245 - 半只程序员>>> - DEBUG - 开始执行函数: example_function
2024-08-14 11:20:58,246 - 半只程序员>>> - INFO - example_function 被调用 with args: 3, 5
2024-08-14 11:20:58,246 - 半只程序员>>> - DEBUG - 完成执行函数: example_function
2024-08-14 11:22:16,587 - 半只程序员>>> - INFO - example_function 被调用 with args: 3, 5
2024-08-14 11:26:01,851 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:29:33,196 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:34:13,531 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 对比完成，相同数据保存到 result.xlsx文件中
2024-08-14 11:39:51,838 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 compared done,same save to result.xlsx
2024-08-14 11:48:41,143 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 compared done,same save to result.xlsx
2024-08-14 13:53:34,035 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 compared done,same save to result.xlsx
2024-08-14 13:54:08,200 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 compared done,same save to result.xlsx
2024-08-14 13:56:04,811 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 compared done,same save to result.xlsx
2024-08-14 13:57:49,266 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 compared done,same save to result.xlsx
2024-08-14 14:04:35,122 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 compared done,same save to result.xlsx
2024-08-14 14:46:42,888 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 compared done, same save to result.xlsx
2024-08-14 14:46:58,554 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 compared done, same save to result.xlsx
2024-08-14 14:51:45,462 - 半只程序员>>> - DEBUG - af1c9b53652bef321057dc5e8c89d77f 和 af1c9b53652bef321057dc5e8c89d77f备份 compared done, same save to result.xlsx
